path,family,role,status,note,format,mode,width,height,bytes,has_transparency,transparent_margins_ltrb,alpha_touches_edges,alpha_bbox,sha256,error
public/design-assets/classroom-fasteners-v1/individual-icons/02-thumbtack-flat.png,classroom fasteners,fastener / attachment cue,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,46218,True,"[186, 130, 188, 131]",[],"[186, 130, 324, 381]",a1f21813925e28febb945447b0e4d5cbe7e7dbd26b11f4d7fad0306730c14902,
public/design-assets/classroom-fasteners-v1/individual-icons/03-paperclip-double-loop.png,classroom fasteners,fastener / attachment cue,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,48095,True,"[150, 130, 151, 130]",[],"[150, 130, 361, 382]",84348f92c769048af578678c44a74380dd4661a4066646ec8ab3348fd4d77940,
public/design-assets/classroom-fasteners-v1/individual-icons/04-binder-clip.png,classroom fasteners,fastener / attachment cue,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,78567,True,"[144, 131, 145, 132]",[],"[144, 131, 367, 380]",8860b5353ded78d0b04ef79fb7861c8146066e694630d3dc1c2b9742c5dfacd5,
public/design-assets/classroom-fasteners-v1/individual-icons/05-masking-tape.png,classroom fasteners,fastener / attachment cue,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,69569,True,"[129, 133, 130, 134]",[],"[129, 133, 382, 378]",198ffd0a89304f39f90a560cf146d0bb7cab48a889f43a5db0aba6bdc9a7ee4e,
public/design-assets/classroom-fasteners-v1/individual-icons/06-washi-tape.png,classroom fasteners,fastener / attachment cue,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,77400,True,"[129, 189, 130, 190]",[],"[129, 189, 382, 322]",7f94b5030d4a3bffc162a7fa2c2a3816e3dcf1dbc69fae3e79436153af5f3c2a,
public/design-assets/classroom-fasteners-v1/individual-icons/07-staples-pair.png,classroom fasteners,fastener / attachment cue,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,32468,True,"[153, 164, 153, 165]",[],"[153, 164, 359, 347]",6f8245f10c8006eab3a99a8ef013fe26443cf782c5eee998057f08deafff269b,
public/design-assets/classroom-fasteners-v1/individual-icons/08-safety-pin.png,classroom fasteners,fastener / attachment cue,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,38133,True,"[128, 177, 129, 178]",[],"[128, 177, 383, 334]",f451c804f48b3b1bd97f4fd3b8c750288a5cc597734ea485d2d6ea1a28151605,
public/design-assets/classroom-fasteners-v1/individual-icons/09-wooden-clothespin.png,classroom fasteners,fastener / attachment cue,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,73069,True,"[152, 131, 153, 132]",[],"[152, 131, 359, 380]",6402af23bbc0053eb8f27b2d88388dc18a8a9b1563ea6c64a315ef3a4ed78011,
public/design-assets/classroom-fasteners-v1/individual-icons/10-sticky-note.png,classroom fasteners,fastener / attachment cue,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,112890,True,"[142, 144, 142, 144]",[],"[142, 144, 370, 368]",015c7246f6f31658b39f0aa91bb3354852b44f733d1185aed581127453f9571a,
public/design-assets/classroom-fasteners-v1/individual-icons/11-stitched-label-tab.png,classroom fasteners,fastener / attachment cue,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,93301,True,"[127, 126, 128, 127]",[],"[127, 126, 384, 385]",0b52dcdfb0cb18bff0c884c54fc07d82f6164c0d339178e6672a265166d9abc6,
public/design-assets/classroom-fasteners-v1/individual-icons/12-reinforcement-ring.png,classroom fasteners,fastener / attachment cue,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,79366,True,"[154, 112, 155, 113]",[],"[154, 112, 357, 399]",19d40b5cfe63aace235fe6744eb3d4582a773f925c15b4de1be663a6a7ca8a9a,
public/design-assets/classroom-fasteners-v1/individual-icons/13-brass-split-pin.png,classroom fasteners,fastener / attachment cue,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,52134,True,"[182, 141, 184, 142]",[],"[182, 141, 328, 370]",cb5c3faf125e3a05375ae4e1a9239ccc5fb139c3b6167f2c0fbc1f8a230de728,
public/design-assets/classroom-fasteners-v1/individual-icons/14-sewing-button.png,classroom fasteners,fastener / attachment cue,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,109803,True,"[143, 142, 144, 142]",[],"[143, 142, 368, 370]",373d931aa7412280f4b75056e1e1d5a386ef897897424dda4c108ac547ae5de0,
public/design-assets/classroom-fasteners-v1/individual-icons/15-thread-spool.png,classroom fasteners,fastener / attachment cue,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,97682,True,"[169, 136, 169, 136]",[],"[169, 136, 343, 376]",b0ccd86d6cf134a41ee27377c7727feb922c33d28ae232a2def5296c47407b4c,
public/design-assets/classroom-fasteners-v1/individual-icons/16-needle-and-thread.png,classroom fasteners,fastener / attachment cue,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,39040,True,"[144, 137, 145, 137]",[],"[144, 137, 367, 375]",2c84053197aba97b5b50358786bb8d9f48d88f46de60264cb867cf43b8b1eafb,
public/design-assets/theme-toggle-patches-v1/moon-patch.png,theme toggle patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,1254,1254,1524330,True,"[159, 151, 162, 164]",[],"[159, 151, 1092, 1090]",9b8335d225d5fe01c75f284c71b8b1569eda31b4aeac833f72b968648c597a9b,
public/design-assets/theme-toggle-patches-v1/sun-moon-patches.png,theme toggle patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,1536,1024,1337761,True,"[96, 165, 95, 214]",[],"[96, 165, 1441, 810]",058695718aacbf98c699d678f677ddf61e1b5f581d69a04a740c89117d1476b4,
public/design-assets/theme-toggle-patches-v1/sun-patch.png,theme toggle patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,1254,1254,950516,True,"[190, 186, 180, 205]",[],"[190, 186, 1074, 1049]",40dee7d44bebac0b64d42c85a7734c37c8ae297b287d22197efb89516ecc58fb,
public/design-assets/web-material-library-v1/cardboard/cardboard-dark-kraft-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,124594,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",12ccf32de7b4b8f504ef0e9d3a321403328941984c120a28263b3cf4a58ee571,
public/design-assets/web-material-library-v1/cardboard/cardboard-ivory-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,116806,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",57687131b78781f335dbc57020755ec936c418e90f0d53a7a596fe2f5ae3a40d,
public/design-assets/web-material-library-v1/cardboard/cardboard-recycled-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,125597,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",0304e7a47a2a943f68c6dbc8d6105ead0871cd762dab80b002829ae225112f50,
public/design-assets/web-material-library-v1/cardboard/cardboard-warm-kraft-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,125632,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",21ceef004bef97e43517141044bf86b12ce7f490ba1a0559ca2aedc3c05f2f23,
public/design-assets/web-material-library-v1/cardboard-contact-sheet.png,web material textures,reference sheet / atlas,REFERENCE ONLY,Use to select or compare assets; do not flatten interactive UI from it.,PNG,RGB,2048,2048,1026724,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 2048, 2048]",5eef15b6dcb0b6a8b657215cf7d3e721c74351793aedb717c2211c0d6d471046,
public/design-assets/web-material-library-v1/construction-paper/construction-paper-01-old-macdonald-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,111159,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",818209d45851da9019afad2ea66462d25ed5aeb0e9f524995a3fad4fc9ce5708,
public/design-assets/web-material-library-v1/construction-paper/construction-paper-02-miss-puddles-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,114624,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",18850cf270df1648e791f02bb826b005ea0edeb7ebce2cdcf1a88f9dd88ad01d,
public/design-assets/web-material-library-v1/construction-paper/construction-paper-03-mr-rusty-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,111293,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",8aed06737a53f0ed2262f5ddf7f17edc5f6d35e4bfa1086e9d5219a0bb94aac4,
public/design-assets/web-material-library-v1/construction-paper/construction-paper-04-miss-hayley-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,113830,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",b129a57ee640d7caf0fa0b0c46ca4376cc1bbdd97db6d099311dbd27513b7687,
public/design-assets/web-material-library-v1/construction-paper/construction-paper-05-mr-sam-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,110272,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",4c0eae98c174cab9446b405d2b165da68653ab65d74b4bbd5a8170dd0150a3d3,
public/design-assets/web-material-library-v1/construction-paper/construction-paper-06-mr-maisy-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,110640,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",43ce7620bdf9e030bbb33f468f7475026ba50762dbb7aabfbc093296dd7d9af8,
public/design-assets/web-material-library-v1/construction-paper/construction-paper-07-mr-puddles-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,111955,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",ab3c14f704fec7052d6602955a2b9c8eada45a6cfc2b710c2e390d16a2c52139,
public/design-assets/web-material-library-v1/construction-paper/construction-paper-08-miss-maisy-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,111124,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",261dc0c0232597ebf17db6630b3157006a6113500f2a6660e55c3a004f908664,
public/design-assets/web-material-library-v1/construction-paper/construction-paper-09-hopper-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,113314,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",963f1768c03792df8813f81cc4db9f5229481ac65cc68a7f02c80307bef34a54,
public/design-assets/web-material-library-v1/construction-paper/construction-paper-10-whiskers-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,112737,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",f0dad27c0ff78f0803b429c15044114f82f48cb8aa4fae8ce9f097da03a7f2c4,
public/design-assets/web-material-library-v1/construction-paper/construction-paper-11-scout-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,110482,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",35b8e94bbc51af241062e1d3fd7fb5dbecffcd17e02661daa99235b4eb1f2293,
public/design-assets/web-material-library-v1/construction-paper/construction-paper-12-penny-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,113531,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",f1977be6fcc07b2085ffdc20c2e3ef0a56f0373a0923b77a55c31b2813abed76,
public/design-assets/web-material-library-v1/construction-paper/construction-paper-13-maisy-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,109914,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",37666d6f1d7978ef28cf1365837c8d625ec4558b87005d806fdc9ebdc9bf800c,
public/design-assets/web-material-library-v1/construction-paper/construction-paper-14-puddles-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,114822,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",cdf9b8b3ab4c4de0b54de199e8245a4177436daea8fcfb3604956bf815138e90,
public/design-assets/web-material-library-v1/construction-paper/construction-paper-15-sam-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,112045,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",a0117852bc308ae3711713ea5e007575d741709129ec15ee4f151ac6bf0e425a,
public/design-assets/web-material-library-v1/construction-paper/construction-paper-16-rusty-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,110768,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",204da6f8ec709ae03070b0aa1ea39170a77edd4f9f8516a94e0e309073d72247,
public/design-assets/web-material-library-v1/construction-paper-contact-sheet.png,web material textures,reference sheet / atlas,REFERENCE ONLY,Use to select or compare assets; do not flatten interactive UI from it.,PNG,RGB,2048,2048,583160,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 2048, 2048]",2abb6b4ce6a649509a9a4f4810a9c85ff03905fb1f45bc80745007e7eaf7bea8,
public/design-assets/web-material-library-v1/felt/felt-01-old-macdonald-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,134576,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",dbed8d9c625b45b3b2916a9c6c977a4707708d7716ca712b47f78c80d7c79455,
public/design-assets/web-material-library-v1/felt/felt-02-miss-puddles-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,134727,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",735642455e952a400da6fd605936fcbfda679637bf6ca5dd8a8526b8f1fa12c8,
public/design-assets/web-material-library-v1/felt/felt-03-mr-rusty-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,134540,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",84c33fead5483f7facc2d005c994539f39477fe1b9cc7bcec607c99710102259,
public/design-assets/web-material-library-v1/felt/felt-04-miss-hayley-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,134723,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",8aa810958bf22e19b4c7eb68ef62c60c1c4144ca99710e86197396093ec218ea,
public/design-assets/web-material-library-v1/felt/felt-05-mr-sam-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,134165,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",f5e2091c6305afc9bac9f3c31a8b10558618da053793920ad29cef1c979b1e00,
public/design-assets/web-material-library-v1/felt/felt-06-mr-maisy-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,134424,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",c2f746a1f5978718a2f1f630d4b6b4e08e1d2e86245d85ff0418d737fb2e49ea,
public/design-assets/web-material-library-v1/felt/felt-07-mr-puddles-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,134498,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",e628506ec893d5b997a8d20ae32e28b51cc30ee8b5a774c16aee8c78124a9fb8,
public/design-assets/web-material-library-v1/felt/felt-08-miss-maisy-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,134522,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",d75767d673e696b0ab2780fce5274f8683393c09af8da44c54cf68559c0f123c,
public/design-assets/web-material-library-v1/felt/felt-09-hopper-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,134640,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",81333bf4e3a30dac6cc4e7023636c7cef769d4d5381f86c7ebb8108dc7e04f31,
public/design-assets/web-material-library-v1/felt/felt-10-whiskers-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,134647,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",30e75147b061017daaf0081d85f7ec69a394eed39a011b789d6f28e580d31690,
public/design-assets/web-material-library-v1/felt/felt-11-scout-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,134309,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",1ced4a4ae4cc9946d0a89d7e5fcd4c06d2ba8705a5c8e41c788f475f13ed3de5,
public/design-assets/web-material-library-v1/felt/felt-12-penny-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,134723,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",2c34f973a841b76f154ea4c7dd57e627639d202582244ba62cebd61eb7a72934,
public/design-assets/web-material-library-v1/felt/felt-13-maisy-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,134506,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",7bd120f7545ea3c481bdef0c4e4cebd787f5c151c4be02da625d2d27ed771873,
public/design-assets/web-material-library-v1/felt/felt-14-puddles-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,134802,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",21a3cd9acd327e58436e877c3f1219c98565ca968395ac1c7da86de5c6cf4096,
public/design-assets/web-material-library-v1/felt/felt-15-sam-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,134540,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",f0a8a9b79c1fdd2c877bf8f6fb9ca436ddf62129df9c3b7ef84f3d7716c4edd8,
public/design-assets/web-material-library-v1/felt/felt-16-rusty-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,134564,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",7ce625abe894b42a8199162a1fd53e58fdc32d8693a5df6b1451c1e4a2459cde,
public/design-assets/web-material-library-v1/felt-contact-sheet.png,web material textures,reference sheet / atlas,REFERENCE ONLY,Use to select or compare assets; do not flatten interactive UI from it.,PNG,RGB,2048,2048,696118,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 2048, 2048]",8433bbed6c6192c8fd3d822465428bca5d61517ad9273a9c3c0cf87742ad85d7,
public/design-assets/web-material-library-v1/thread-overlay-contact-sheet.png,web material textures,reference sheet / atlas,REFERENCE ONLY,Use to select or compare assets; do not flatten interactive UI from it.,PNG,RGBA,2048,2048,58295,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 2048, 2048]",fea8235c750666c0ced5e4ef1323ad3025b2a91d0d9f1b386cdebb22fc78f8f3,
public/design-assets/web-material-library-v1/thread-overlays/thread-overlay-01-old-macdonald-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,256,256,3025,True,"[4, 15, 3, 17]",[],"[4, 15, 253, 239]",1aa45e1c4ec35d82e4e9f7b0e17fc363fdd02b0d475eb39862a6f7ceae2c38c3,
public/design-assets/web-material-library-v1/thread-overlays/thread-overlay-02-miss-puddles-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,256,256,3121,True,"[4, 15, 3, 16]",[],"[4, 15, 253, 240]",8914bf76236c89418ec61db08e18e893a7e1cb2f03f0c42d5534fd0369c83bbb,
public/design-assets/web-material-library-v1/thread-overlays/thread-overlay-03-mr-rusty-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,256,256,3057,True,"[4, 16, 3, 16]",[],"[4, 16, 253, 240]",c5492134ff1c3df999e26801cdf2e17c68b469bebb2c4c7bf6f3ee455c5558a0,
public/design-assets/web-material-library-v1/thread-overlays/thread-overlay-04-miss-hayley-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,256,256,2990,True,"[4, 15, 3, 16]",[],"[4, 15, 253, 240]",07e91be5d26a825966de3af65c686bbe6493e220720dde0c7e317e5ac2d74507,
public/design-assets/web-material-library-v1/thread-overlays/thread-overlay-05-mr-sam-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,256,256,3065,True,"[4, 15, 3, 16]",[],"[4, 15, 253, 240]",1d520d08d3a517846424a8e4109b45c10e17fa55adb0bec6f62d5e7e18503b00,
public/design-assets/web-material-library-v1/thread-overlays/thread-overlay-06-mr-maisy-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,256,256,3097,True,"[4, 15, 3, 16]",[],"[4, 15, 253, 240]",1f7323da3e40aa5632bcd5b922caa741f1b34e5e729f344fd551fd10d9e60b5a,
public/design-assets/web-material-library-v1/thread-overlays/thread-overlay-07-mr-puddles-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,256,256,3133,True,"[4, 15, 3, 16]",[],"[4, 15, 253, 240]",1ed041648f91821c3fb0499cd38ff7f201317890fc6a3340587cc56b50d67418,
public/design-assets/web-material-library-v1/thread-overlays/thread-overlay-08-miss-maisy-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,256,256,3164,True,"[4, 15, 3, 16]",[],"[4, 15, 253, 240]",ed0a9cb37dcd6dcdd1dfeabfbe6343dd87578d3403c27aabef758987a5ac3887,
public/design-assets/web-material-library-v1/thread-overlays/thread-overlay-09-hopper-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,256,256,3022,True,"[4, 15, 3, 16]",[],"[4, 15, 253, 240]",361b87cea3d5c6c3badf037ec43b44aaeb8d81d1ee9d857fd434e364176445f3,
public/design-assets/web-material-library-v1/thread-overlays/thread-overlay-10-whiskers-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,256,256,3107,True,"[4, 15, 3, 17]",[],"[4, 15, 253, 239]",914019e2eeae7b902d5b0af1216af2b36b36e590251dd3a864b5acc50b77bbeb,
public/design-assets/web-material-library-v1/thread-overlays/thread-overlay-11-scout-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,256,256,2966,True,"[4, 16, 3, 16]",[],"[4, 16, 253, 240]",e92c61306602d5e5440cec4f4708b9941dfe09ae9030609c40ba841bf7492cbf,
public/design-assets/web-material-library-v1/thread-overlays/thread-overlay-12-penny-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,256,256,3165,True,"[4, 15, 3, 16]",[],"[4, 15, 253, 240]",111e92c2cbc62934d90c2b0b4b3cc86ce26133a31d01466f08ef2b78833b1490,
public/design-assets/web-material-library-v1/thread-overlays/thread-overlay-13-maisy-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,256,256,3166,True,"[4, 15, 3, 16]",[],"[4, 15, 253, 240]",25f2a499cbd211818d06b999cf52ab31f472fad296c87909152f73f24195c228,
public/design-assets/web-material-library-v1/thread-overlays/thread-overlay-14-puddles-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,256,256,3052,True,"[4, 15, 3, 16]",[],"[4, 15, 253, 240]",de87d26d6e98c1d15393097e6a0f529d792c317403fed9cd8afa882f120252f6,
public/design-assets/web-material-library-v1/thread-overlays/thread-overlay-15-sam-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,256,256,3249,True,"[4, 16, 3, 16]",[],"[4, 16, 253, 240]",9f198452b0f9368680d9f0908d07d69c446defaeed9ff7c0a452902ceebb9104,
public/design-assets/web-material-library-v1/thread-overlays/thread-overlay-16-rusty-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,256,256,3149,True,"[4, 16, 3, 16]",[],"[4, 16, 253, 240]",b254eb0c512612dc411aeba724231bf8e0e249631e2d1ab322a8da07d5d76fb4,
public/design-assets/web-material-library-v1/woven-fabric/woven-fabric-01-old-macdonald-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,78613,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",710870a52a06149e54760f6030d95ad15e34a8cba0e45e431f92fffda461aaae,
public/design-assets/web-material-library-v1/woven-fabric/woven-fabric-02-miss-puddles-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,73695,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",e36ab0d4a2c93dbe1f99e6ae6af10579f37dad930614111307d8e252f1b20478,
public/design-assets/web-material-library-v1/woven-fabric/woven-fabric-03-mr-rusty-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,78795,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",2018a7164260211747610a5c7a774d040011c28405e0ff780bed8a4f4b9fa75d,
public/design-assets/web-material-library-v1/woven-fabric/woven-fabric-04-miss-hayley-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,79395,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",8608a94a19b8c823e0d5d491fba90f65fcccdd70144267eb9984e503c03e795a,
public/design-assets/web-material-library-v1/woven-fabric/woven-fabric-05-mr-sam-tile.png,web material textures,repeatable material texture,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,512,512,79805,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 512, 512]",84d382f1dba3b51a067e68f2d58bafb69a2af9cb54768e3309ca20f354791747,
